Address,USB0::0x2A8D::0x8601::MY59013886::0::INSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number:,MY59013886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware Version,A.03.03-01.00-02.01-00.02-02.00-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2026-06-16 12:36:27.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Time,2026-06-18 09:42:17.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Log Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modules,4,Slot 0,SCD,Slot 1,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,
108,T_proc_out,DC Voltage,Auto,5.5,1,0.0005,True,SCAL,100,-40,°C,Off,0,0,None,1,None,,,,,,,,,,,,
109,Phi_proc_out,DC Voltage,Auto,5.5,1,0.0005,True,SCAL,100,0,,Off,0,0,None,1,None,,,,,,,,,,,,
111,,DC Voltage,Auto,5.5,1,0.0005,False,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,
112,T_reg_out,DC Voltage,Auto,5.5,1,0.0006,True,SCAL,100,-40,°C,Off,0,0,None,1,None,,,,,,,,,,,,
113,Phi_reg_out,DC Voltage,Auto,5.5,1,0.0006,True,SCAL,100,0,,Off,0,0,None,1,None,,,,,,,,,,,,
121,V_dot_III,DC Current,Auto,5.5,1,0,True,SCAL,25,-0.1,,Off,0,0,None,1,None,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relay Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,
Odometer,49662,37352,25347,37218,49637,,,,,,,,,,,,,,,,,,,,,,,,
SCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odometer,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAQM901A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,193,194,195,196,197,198,199
Odometer,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Control Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Data Logging,Immediately with Start Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Interval,00:00:00:20.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Data Logging,Immediately with Stop Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstrained Infomation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Offset,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Date/Time:,5/14/2025 12:36:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Temperature:,30.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Calibration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Date/Time:,5/14/2025 12:22:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Temperature:,31.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Sweep Time (Sec),Scan Number,102 (°C)- T_reg_in,103- Phi_reg_in,104 (°C)- T_RL_III,105 (°C)- T_VL_III,106 (°C)- T_proc_in,107- Phi_proc_in,108 (°C)- T_proc_out,109- Phi_proc_out,111 (Vdc),112 (°C)- T_reg_out,113- Phi_reg_out,121- V_dot_III,,,,,,,,,,,,,,,,
2026-06-16 12:38:31.906,1,17.1217785,68.4027283,30.2390784,36.3679458,16.2098773,55.0879754,19.4338816,42.6882306,0.0028860423,22.4051409,58.1483251,0.0571872428,,,,,,,,,,,,,,,,
2026-06-16 12:38:51.947,2,17.1349464,68.6210933,30.2355585,36.3714187,16.2457975,55.0970633,19.4755292,42.6307031,0.00299679916,22.3704339,57.9496218,0.0580985829,,,,,,,,,,,,,,,,
2026-06-16 12:39:11.957,3,17.1265191,68.8581627,30.237751,36.3757049,16.2276716,55.1104344,19.4546929,42.6065245,0.00395923233,22.3716485,57.8875826,0.0576883551,,,,,,,,,,,,,,,,
2026-06-16 12:39:31.906,4,17.1484097,68.4783659,30.2301187,36.3765123,16.2281073,55.0240969,19.4827926,42.5602373,0.00996353876,22.3540248,57.812464,0.0582448884,,,,,,,,,,,,,,,,
2026-06-16 12:39:51.906,5,17.123147,69.3715618,30.2238493,36.3753487,16.2598914,55.0370228,19.4814559,42.5429942,0.00181839357,22.3141323,57.831076,0.0577826513,,,,,,,,,,,,,,,,
2026-06-16 12:40:11.931,6,17.0949102,70.7345742,30.2270433,36.3751231,16.2464038,55.0263247,19.4850666,42.5394309,0.00612424962,22.2753475,58.0845111,0.0586468556,,,,,,,,,,,,,,,,
2026-06-16 12:40:31.943,7,17.0726577,71.6336203,30.2304387,36.3729741,16.2262818,55.0213182,19.4557832,42.4706473,0.00703449217,22.3364409,58.3159681,0.0584717277,,,,,,,,,,,,,,,,
2026-06-16 12:40:51.906,8,17.066063,72.5169208,30.2325068,36.372422,16.238494,55.0399261,19.4861843,42.5004602,0.00179420357,22.3684279,58.5257985,-0.000111849744,,,,,,,,,,,,,,,,
2026-06-16 12:41:11.921,9,17.0376026,71.4415644,30.1553726,36.3317566,16.2284689,55.0471153,19.4606332,42.5622346,0.00355141084,22.3910498,58.5706489,-0.000116392594,,,,,,,,,,,,,,,,
2026-06-16 12:41:31.922,10,17.0394595,70.8773253,30.063,36.257652,16.2372242,54.990209,19.4685896,42.6004679,0.00320081563,22.4211415,58.46166,-0.000117269476,,,,,,,,,,,,,,,,
2026-06-16 12:41:51.906,11,17.0455933,69.1951184,29.9726742,36.1566994,16.2519379,54.9651897,19.4515678,42.6130077,0.0104093058,22.4152525,58.1972761,-0.000116520985,,,,,,,,,,,,,,,,
2026-06-16 12:42:11.924,12,17.0271613,68.0119585,29.886925,36.0480746,16.2493217,54.9787361,19.4277305,42.6910927,0.00299780813,22.3871929,57.838077,-0.000120020318,,,,,,,,,,,,,,,,
2026-06-16 12:42:31.907,13,17.0227179,67.4690776,29.8104387,35.9352448,16.2448131,54.9825183,19.4609347,42.7026547,0.00574045953,22.3081805,57.5551075,-0.00011171589,,,,,,,,,,,,,,,,
2026-06-16 12:42:51.906,14,17.0410072,68.7953866,29.7356546,35.8287225,16.2473652,54.9659962,19.4669711,42.7390602,0.00720075847,22.2634411,57.4881924,-0.000117493477,,,,,,,,,,,,,,,,
2026-06-16 12:43:11.909,15,17.0335169,69.7551174,29.6613165,35.7216456,16.2675582,54.9760652,19.4319855,42.7558197,0.00460025688,22.2335337,57.6299985,-0.000114499512,,,,,,,,,,,,,,,,
2026-06-16 12:43:31.906,16,17.0177831,70.43103,29.5909435,35.6151301,16.2490593,54.9786635,19.4257188,42.6861533,0.00770613518,22.2293806,57.6283157,-0.000120831638,,,,,,,,,,,,,,,,
2026-06-16 12:43:51.935,17,16.98076,70.3682332,29.5216266,35.5074369,16.2437331,54.9630833,19.430523,42.7068216,0.00259147825,22.2120031,57.598947,-0.000124153409,,,,,,,,,,,,,,,,
2026-06-16 12:44:11.925,18,16.9743306,69.7762134,29.4507294,35.4021982,16.2787552,54.9208089,19.4156164,42.7091239,0.0102468731,22.1987922,57.3917224,-0.000117304988,,,,,,,,,,,,,,,,
2026-06-16 12:44:31.906,19,16.9634661,68.9188967,29.3843657,35.2976513,16.236141,54.9232495,19.4268836,42.6941929,0.00454812601,22.1672394,57.046808,-0.000114431219,,,,,,,,,,,,,,,,
2026-06-16 12:44:51.955,20,16.967987,68.5058807,29.3152781,35.1891077,16.2440539,54.9663947,19.4407493,42.6243558,0.00912633734,22.0737639,56.6741447,-0.000116441765,,,,,,,,,,,,,,,,
2026-06-16 12:45:11.914,21,16.9791532,69.3974761,29.2477738,35.0852202,16.2676821,54.9728443,19.4182866,42.6422883,0.00808674667,21.9678551,56.4996591,-0.000117269476,,,,,,,,,,,,,,,,
2026-06-16 12:45:31.906,22,17.0046908,69.5863139,29.1470381,34.9855551,16.2442573,54.9864962,19.4016717,42.6535539,0.00107647434,21.9309032,56.4893885,0.125025683,,,,,,,,,,,,,,,,
2026-06-16 12:45:51.906,23,17.0160242,69.4576004,26.3353247,35.0544569,16.2573434,54.9641674,19.390974,42.7071259,0.0104258584,21.8875144,56.4256766,0.0755729827,,,,,,,,,,,,,,,,
2026-06-16 12:46:11.906,24,17.0367858,70.9681228,24.5727789,35.2749631,16.260066,54.9634308,19.3667461,42.8303722,0.00252994028,21.765929,56.4660017,0.0633953721,,,,,,,,,,,,,,,,
2026-06-16 12:46:31.927,25,17.0590993,70.5339216,23.9098682,35.5137399,16.2523951,54.9755315,19.3629439,42.9501494,0.00522330385,21.7437762,56.8838883,0.0601421118,,,,,,,,,,,,,,,,
2026-06-16 12:46:51.955,26,17.0774619,70.4149572,23.6538661,35.7106948,16.2416699,54.9659507,19.3196436,43.1120485,0.00599634028,21.7516069,57.082359,0.0581828019,,,,,,,,,,,,,,,,
2026-06-16 12:47:11.906,27,17.0747273,70.3469248,24.2513866,35.8561986,16.2261696,54.933231,19.3037446,43.276931,0.00273579772,21.780529,57.3758402,0.0580980776,,,,,,,,,,,,,,,,
2026-06-16 12:47:31.919,28,17.1451136,69.8459893,25.5103875,35.965856,16.2447211,54.9768076,19.2549629,43.4973659,0.00888340313,21.8057788,57.5659012,0.0587154627,,,,,,,,,,,,,,,,
2026-06-16 12:47:51.939,29,17.1509199,69.9214992,26.7562396,36.0467331,16.2662631,54.9823002,19.2174135,43.6619439,0.00760968777,21.8538947,57.7500603,0.0580631006,,,,,,,,,,,,,,,,
2026-06-16 12:48:11.906,30,17.1178973,70.158516,27.6846823,36.1062064,16.2504709,54.9616843,19.1955744,43.8543731,0.00786602129,21.8611705,58.0572969,0.0578683071,,,,,,,,,,,,,,,,
2026-06-16 12:48:31.907,31,17.1576502,70.1869851,28.4270185,36.1496294,16.2562696,54.9761987,19.1893645,44.0058308,0.00746457997,21.9305309,58.2276285,0.0582198741,,,,,,,,,,,,,,,,
2026-06-16 12:48:51.947,32,17.1243614,70.6195894,28.9077785,36.1856088,16.2774608,54.9408006,19.1575421,44.0949989,0.00865469561,21.9704462,58.2874445,0.0583658025,,,,,,,,,,,,,,,,
2026-06-16 12:49:11.906,33,17.1249565,70.760161,29.2153698,36.2092233,16.2675212,54.8982465,19.1618478,44.0943452,0.00125542974,21.9868493,58.4140689,0.0588007634,,,,,,,,,,,,,,,,
2026-06-16 12:49:31.927,34,17.1474942,70.9269737,29.426884,36.2322918,16.2730427,54.9183945,19.1469176,44.1418508,0.00349721375,22.0383264,58.4845626,0.0578548179,,,,,,,,,,,,,,,,
2026-06-16 12:49:51.915,35,17.1475372,70.9323231,29.5896816,36.2543632,16.2347974,54.9203281,19.1758652,44.1125021,0.00761657359,22.0951359,58.5229594,0.0587856051,,,,,,,,,,,,,,,,
2026-06-16 12:50:11.906,36,17.1260401,69.783763,29.6980676,36.2699997,16.2569162,54.9007556,19.1601025,44.0289429,0.00483450338,22.1151302,58.3866256,0.0583866237,,,,,,,,,,,,,,,,
2026-06-16 12:50:31.921,37,17.138302,69.3197475,29.7747647,36.2909315,16.2645908,54.8823436,19.1927713,43.9508632,0.00960892835,22.1206023,58.1879965,0.0580737298,,,,,,,,,,,,,,,,
2026-06-16 12:50:51.975,38,17.182299,68.9638502,29.8582773,36.3055352,16.2893757,54.9187597,19.1536301,43.9448342,0.00176317143,22.0924478,58.0936976,0.0590894653,,,,,,,,,,,,,,,,
2026-06-16 12:51:11.906,39,17.1462626,68.7682299,29.897768,36.3249534,16.2435453,54.9006871,19.1792065,43.8423507,0.00514967203,22.1027391,58.0886739,0.0583014815,,,,,,,,,,,,,,,,
2026-06-16 12:51:31.906,40,17.1786113,68.232417,29.9349187,36.3363931,16.2872237,54.8805527,19.2040091,43.7597345,0.00754182707,22.0962371,58.0588963,0.0571853361,,,,,,,,,,,,,,,,
2026-06-16 12:51:51.906,41,17.2149442,68.3771027,29.9757909,36.3456897,16.2792767,54.9212026,19.2184328,43.699996,0.00818426051,22.0942476,57.9958838,0.057764275,,,,,,,,,,,,,,,,
2026-06-16 12:52:11.918,42,17.2185344,68.4861885,30.0172443,36.3532469,16.2851051,54.8407153,19.2221295,43.6559885,0.00813027947,22.0636431,58.0913923,0.0587537751,,,,,,,,,,,,,,,,
2026-06-16 12:52:31.906,43,17.225452,68.2766282,30.0541653,36.355669,16.2776906,54.8376641,19.2067142,43.6265706,0.00509739865,22.087035,58.2025657,0.0582282031,,,,,,,,,,,,,,,,
2026-06-16 12:52:51.928,44,17.2298039,68.7432119,30.0937057,36.3551169,16.2853841,54.8474414,19.231013,43.6412616,0.00229985608,22.1177772,58.1897784,0.0582569107,,,,,,,,,,,,,,,,
2026-06-16 12:53:11.906,45,17.2182763,69.4792372,30.1251523,36.3586076,16.3034707,54.8525966,19.2052196,43.6116617,0.00576339693,22.1242302,58.3599763,0.0588746291,,,,,,,,,,,,,,,,
2026-06-16 12:53:31.906,46,17.2219026,68.8274986,30.1414238,36.3575806,16.2836204,54.8442628,19.248166,43.6293744,0.00321818646,22.1649394,58.4934919,0.0585067129,,,,,,,,,,,,,,,,
2026-06-16 12:53:51.907,47,17.1942582,68.8980353,30.1463539,36.3561677,16.3108534,54.8491454,19.2591402,43.6293665,0.00461352288,22.1906222,58.5362399,0.0585705805,,,,,,,,,,,,,,,,
2026-06-16 12:54:11.969,48,17.2315727,69.7303268,30.1467687,36.3547191,16.2968142,54.8544776,19.2399917,43.5882069,0.00323562394,22.2239039,58.4901161,0.0579378895,,,,,,,,,,,,,,,,
2026-06-16 12:54:31.937,49,17.2297632,70.9452671,30.1459391,36.3503973,16.2855848,54.8360076,19.2907539,43.5426184,0.0063310264,22.2293305,58.6757992,0.0576178084,,,,,,,,,,,,,,,,
2026-06-16 12:54:51.938,50,17.2854769,71.0285936,30.145394,36.352113,16.3022085,54.8615553,19.2686321,43.5209958,0.00843909322,22.2793953,58.7636214,0.0586620139,,,,,,,,,,,,,,,,
2026-06-16 12:55:11.917,51,17.2861574,70.5159237,30.1487419,36.3541552,16.3108151,54.7886769,19.2726117,43.496678,0.005817486,22.3300276,58.7992534,0.0579640321,,,,,,,,,,,,,,,,
2026-06-16 12:55:31.915,52,17.2406893,69.7133843,30.1505966,36.3449595,16.2894936,54.8148693,19.3426691,43.4093042,0.00771068359,22.3358659,58.5533904,0.0575981564,,,,,,,,,,,,,,,,
2026-06-16 12:55:51.906,53,17.2145144,70.7573455,30.1592361,36.3574974,16.2987455,54.8549998,19.3235225,43.3107235,0.00734632134,22.3377797,58.3786556,0.0579285361,,,,,,,,,,,,,,,,
2026-06-16 12:56:11.906,54,17.2596904,71.2127458,30.1562733,36.3598424,16.3135961,54.8528414,19.3263701,43.2342425,0.00111892692,22.3441831,58.4784772,0.0580534467,,,,,,,,,,,,,,,,
2026-06-16 12:56:31.911,55,17.2836058,71.3753162,30.1543534,36.3645204,16.2722406,54.8609306,19.3204032,43.2030582,0.00705746175,22.3471075,58.5943367,0.0580598417,,,,,,,,,,,,,,,,
2026-06-16 12:56:51.909,56,17.3132298,71.8038642,30.1627203,36.3589757,16.2797617,54.8790338,19.3687408,43.2141015,0.0061063111,22.3712001,58.6095152,0.0583610767,,,,,,,,,,,,,,,,
2026-06-16 12:57:11.906,57,17.276173,72.0583542,30.1768766,36.3691747,16.2810913,54.9224219,19.3493359,43.1446401,0.00266721535,22.3812489,58.7192889,0.0574302567,,,,,,,,,,,,,,,,
2026-06-16 12:57:31.906,58,17.3456043,71.3825213,30.1945943,36.3728969,16.2651263,54.9318196,19.3436709,43.1734769,0.0102961978,22.4544193,58.7792796,0.0587739352,,,,,,,,,,,,,,,,
2026-06-16 12:57:51.907,59,17.3252734,70.8501302,30.2202761,36.3764292,16.2597008,54.8963313,19.3563605,43.2165536,0.00396562631,22.431907,58.7036432,0.0571476274,,,,,,,,,,,,,,,,
2026-06-16 12:58:11.906,60,17.3565945,69.9715838,30.2357481,36.3700355,16.3007345,54.9085139,19.3588407,43.2436366,0.00934302455,22.4512223,58.563068,0.0580617266,,,,,,,,,,,,,,,,
2026-06-16 12:58:31.906,61,17.3682513,71.6437911,30.2517891,36.3809113,16.3069403,54.881954,19.3510341,43.2817254,0.00180963461,22.4248596,58.4692696,0.0577622781,,,,,,,,,,,,,,,,
2026-06-16 12:58:51.954,62,17.3436167,71.6633452,30.2556053,36.384218,16.283644,54.9039903,19.3245558,43.2966186,0.0105173322,22.415859,58.680338,0.0582866018,,,,,,,,,,,,,,,,
2026-06-16 12:59:11.906,63,17.3493977,72.778048,30.2561979,36.3872635,16.2893244,54.9173864,19.3461639,43.3411853,0.00370222311,22.4360389,58.8877531,0.0579980611,,,,,,,,,,,,,,,,
2026-06-16 12:59:31.906,64,17.3471437,72.9502538,30.250598,36.3789879,16.2675099,54.8723249,19.3183687,43.3877915,0.00842113861,22.4697104,59.1316782,0.0584443859,,,,,,,,,,,,,,,,
2026-06-16 12:59:51.906,65,17.3950509,73.3092982,30.2560023,36.3844911,16.2894453,54.8440045,19.355914,43.3667364,0.00847065628,22.5264027,59.1573803,0.0586548759,,,,,,,,,,,,,,,,
2026-06-16 13:00:11.906,66,17.3828952,72.1924155,30.251161,36.3854113,16.3087983,54.8580759,19.3212343,43.3225968,0.00134905709,22.6211287,59.1461651,0.0578511246,,,,,,,,,,,,,,,,
2026-06-16 13:00:31.946,67,17.377244,71.1549304,30.2532054,36.3841883,16.3046776,54.8637018,19.361684,43.3394167,0.00611415073,22.6283597,58.8345417,0.0587774045,,,,,,,,,,,,,,,,
2026-06-16 13:00:51.906,68,17.3935969,71.2830985,30.2566719,36.3856665,16.3059168,54.8376376,19.363644,43.3774582,0.00960146105,22.6277787,58.5898963,0.058550598,,,,,,,,,,,,,,,,
2026-06-16 13:01:11.906,69,17.3805812,71.8764661,30.2535076,36.3857556,16.3074197,54.8371515,19.3857504,43.264796,0.00129383495,22.5937607,58.5166019,0.0583114003,,,,,,,,,,,,,,,,
2026-06-16 13:01:31.921,70,17.3776653,69.2693574,30.2598837,36.3817484,16.295825,54.8403225,19.3905865,43.2400118,0.00396448173,22.5830493,58.2896307,0.0584515649,,,,,,,,,,,,,,,,
2026-06-16 13:01:51.926,71,17.3283171,71.0792689,30.2531402,36.3824667,16.3034776,54.9126707,19.4256604,43.2123083,0.00374419074,22.5195465,58.0413436,0.0581338467,,,,,,,,,,,,,,,,
2026-06-16 13:02:11.906,72,17.4001389,71.7076672,30.2622362,36.3803177,16.2692038,54.9041887,19.377138,43.1462043,0.00383643679,22.5051127,58.4293113,0.0577165409,,,,,,,,,,,,,,,,
2026-06-16 13:02:31.906,73,17.3806632,72.2832352,30.2615962,36.3815228,16.3252558,54.9200509,19.3766089,43.1078505,0.00310353392,22.5263043,58.5214466,0.0584518654,,,,,,,,,,,,,,,,
2026-06-16 13:02:51.942,74,17.3710221,71.4191587,30.2674687,36.3837906,16.3414212,54.9129495,19.3880138,43.113772,0.0102035012,22.5408542,58.6291874,0.057703863,,,,,,,,,,,,,,,,
2026-06-16 13:03:11.906,75,17.4042355,70.0351987,30.2884401,36.3857675,16.3214194,54.8740956,19.4029121,43.1231255,0.00491507158,22.5390716,58.4559054,0.0582317297,,,,,,,,,,,,,,,,
2026-06-16 13:03:31.906,76,17.4287563,69.7689541,30.3015184,36.3845267,16.3283392,54.8541285,19.3735358,43.1960367,0.00261674847,22.5092506,58.321539,0.0582646469,,,,,,,,,,,,,,,,
2026-06-16 13:03:51.935,77,17.4532732,69.7892437,30.3131686,36.3890801,16.3280517,54.8073482,19.3902834,43.2024834,0.00988903587,22.4763735,58.2439212,0.0581826844,,,,,,,,,,,,,,,,
2026-06-16 13:04:11.946,78,17.446847,70.3450055,30.328001,36.3899587,16.3096523,54.8709762,19.3887975,43.2122837,0.00283404933,22.4651983,58.3102583,0.0579709242,,,,,,,,,,,,,,,,
2026-06-16 13:04:31.943,79,17.5246547,70.7552285,30.3345491,36.3878096,16.3294372,54.8856925,19.3783088,43.253376,0.00699389665,22.4647611,58.5809507,0.0581428969,,,,,,,,,,,,,,,,
2026-06-16 13:04:51.909,80,17.5135962,70.3528681,30.3454232,36.3900537,16.2913725,54.8680415,19.3718176,43.2713511,0.00686771795,22.52724,58.7708633,0.0579690448,,,,,,,,,,,,,,,,
2026-06-16 13:05:11.906,81,17.5273014,70.6232465,30.3376247,36.387869,16.3158381,54.8377153,19.3815543,43.2698422,0.00342550794,22.5295969,58.7673652,0.0586604104,,,,,,,,,,,,,,,,
2026-06-16 13:05:31.906,82,17.5409292,69.8184356,30.3327536,36.3868064,16.3257371,54.8569255,19.3983915,43.282937,0.00811734903,22.5714776,58.6691823,0.0583212291,,,,,,,,,,,,,,,,
2026-06-16 13:05:51.921,83,17.5380113,70.4618508,30.3255181,36.3842477,16.3315411,54.8616987,19.3745515,43.2315705,0.00188432136,22.5385097,58.5558512,0.0585049728,,,,,,,,,,,,,,,,
2026-06-16 13:06:11.906,84,17.5591036,70.648504,30.3317936,36.3826804,16.3143375,54.8430277,19.3904776,43.2275902,0.00312951662,22.5424095,58.6038234,0.0581057619,,,,,,,,,,,,,,,,
2026-06-16 13:06:31.906,85,17.565126,72.0408922,30.3316514,36.3812616,16.3183585,54.8882945,19.417071,43.2108254,0.00443971575,22.5637823,58.6611714,0.0590251961,,,,,,,,,,,,,,,,
2026-06-16 13:06:51.906,86,17.5772564,73.6499548,30.3343417,36.378133,16.3085893,54.9174798,19.3992557,43.1668894,0.00989981277,22.5443456,58.9147748,0.0582921881,,,,,,,,,,,,,,,,
2026-06-16 13:07:11.950,87,17.5799071,72.5221576,30.3317995,36.3767201,16.3136402,54.9241815,19.411843,43.081768,0.00743790777,22.5915035,59.0488091,0.0577620678,,,,,,,,,,,,,,,,
2026-06-16 13:07:31.906,88,17.5311231,73.1001845,30.3235388,36.3756574,16.3137494,54.8404434,19.4146796,43.080455,0.00218298105,22.6179825,58.9131193,0.0587815267,,,,,,,,,,,,,,,,
2026-06-16 13:07:51.911,89,17.5652209,72.6973108,30.3298499,36.3781805,16.3240216,54.8493838,19.4433896,43.0788643,0.00973358785,22.6377087,59.0551622,0.0580575388,,,,,,,,,,,,,,,,
2026-06-16 13:08:11.949,90,17.5622275,71.8072731,30.3313729,36.3789463,16.3289929,54.8458599,19.4466036,43.0501245,0.00128482317,22.6490186,58.7781778,0.0579488109,,,,,,,,,,,,,,,,
2026-06-16 13:08:31.956,91,17.5317788,69.439614,30.3388395,36.3835768,16.3129426,54.8416225,19.4060627,43.0708757,0.00720580791,22.6389498,58.5414666,0.0582200981,,,,,,,,,,,,,,,,
2026-06-16 13:08:51.908,92,17.540541,68.6252358,30.356955,36.3835115,16.3241367,54.8588456,19.4151597,43.1130655,0.00163404857,22.5888574,58.1169614,0.0580504336,,,,,,,,,,,,,,,,
2026-06-16 13:09:11.906,93,17.5395164,69.0126397,30.3675506,36.3862483,16.3464743,54.8221362,19.3915022,43.1617772,0.0104650933,22.5704169,57.9873424,0.0575846125,,,,,,,,,,,,,,,,
2026-06-16 13:09:31.906,94,17.5468236,68.5760457,30.3685106,36.3881302,16.3216295,54.8338449,19.3714607,43.1725783,0.00124078934,22.5235438,58.0451931,0.058209906,,,,,,,,,,,,,,,,
2026-06-16 13:09:51.906,95,17.5239482,68.2255188,30.3713432,36.3902971,16.3274151,54.8576151,19.3692352,43.2022255,0.0051548203,22.5086514,58.0556186,0.0580210076,,,,,,,,,,,,,,,,
2026-06-16 13:10:11.918,96,17.5214324,69.295918,30.3750055,36.3962515,16.3197122,54.857758,19.3689493,43.272939,0.00539032399,22.482688,58.1096152,0.0583091412,,,,,,,,,,,,,,,,
2026-06-16 13:10:31.906,97,17.4836069,69.0644212,30.366158,36.3977476,16.3180824,54.8354834,19.3774324,43.2704722,0.00385220338,22.4872463,58.3979589,0.0578711891,,,,,,,,,,,,,,,,
2026-06-16 13:10:51.920,98,17.4953632,69.0092552,30.3571387,36.4004428,16.3525109,54.8558964,19.3832824,43.2760105,0.00836522007,22.4902474,58.3268047,0.0589594381,,,,,,,,,,,,,,,,
