Address,USB0::0x2A8D::0x8601::MY59013886::0::INSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number:,MY59013886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware Version,A.03.03-01.00-02.01-00.02-02.00-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2026-06-22 13:57:00.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Time,2026-06-24 10:49:49.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Log Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modules,4,Slot 0,SCD,Slot 1,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,
108,T_proc_out,DC Voltage,Auto,5.5,1,0.0006,True,SCAL,100,-40,°C,Off,0,0,None,1,None,,,,,,,,,,,,
109,Phi_proc_out,DC Voltage,Auto,5.5,1,0.0005,True,SCAL,100,0,,Off,0,0,None,1,None,,,,,,,,,,,,
111,,DC Voltage,Auto,5.5,1,0.0005,False,SCAL,1,0,,Off,0,0,None,1,None,,,,,,,,,,,,
112,T_reg_out,DC Voltage,Auto,5.5,1,0.0006,True,SCAL,100,-40,°C,Off,0,0,None,1,None,,,,,,,,,,,,
113,Phi_reg_out,DC Voltage,Auto,5.5,1,0.0006,True,SCAL,100,0,,Off,0,0,None,1,None,,,,,,,,,,,,
121,V_dot_III,DC Current,Auto,5.5,1,0,True,SCAL,25,-0.1,,Off,0,0,None,1,None,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relay Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,1,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,
Odometer,153317,115095,77179,114958,153292,,,,,,,,,,,,,,,,,,,,,,,,
SCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odometer,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAQM901A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,193,194,195,196,197,198,199
Odometer,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Control Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Data Logging,Immediately with Start Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Interval,00:00:00:20.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Data Logging,Immediately with Stop Button,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unstrained Infomation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channels,Offset,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Date/Time:,5/14/2025 12:36:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Temperature:,30.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Calibration ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Date/Time:,5/14/2025 12:22:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAL Temperature:,31.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Sweep Time (Sec),Scan Number,102 (°C)- T_reg_in,103- Phi_reg_in,104 (°C)- T_RL_III,105 (°C)- T_VL_III,106 (°C)- T_proc_in,107- Phi_proc_in,108 (°C)- T_proc_out,109- Phi_proc_out,111 (Vdc),112 (°C)- T_reg_out,113- Phi_reg_out,121- V_dot_III,,,,,,,,,,,,,,,,
2026-06-22 13:59:09.419,1,-40.000462,8.8473222E-06,53.1088808,59.9841861,23.2316962,33.2368085,28.0020358,18.1573557,-0.00238806622,-40.000359,3.04945365E-05,0.0803694577,,,,,,,,,,,,,,,,
2026-06-22 13:59:29.431,2,-40.0004827,-0.000100675633,53.0918527,59.9871755,23.2503925,33.1636174,27.9710564,18.2149227,0.00544068974,-40.0005805,-0.00020318967,0.0781996521,,,,,,,,,,,,,,,,
2026-06-22 13:59:49.420,3,-40.0003648,2.42439608E-05,53.0603384,59.9911992,23.231094,33.1314715,28.0106089,18.2373255,0.00479878033,-40.0006181,-0.000238624919,0.0767659496,,,,,,,,,,,,,,,,
2026-06-22 14:00:09.440,4,-40.0003733,-4.32254885E-05,53.0338181,59.9969986,23.2467875,33.0932586,27.9812036,18.2095862,0.00349588072,-40.0005635,-0.00013151487,0.0818274179,,,,,,,,,,,,,,,,
2026-06-22 14:00:29.419,5,-40.000401,-3.78021949E-05,53.0138968,60.0243755,23.2483346,33.0541495,27.9910205,18.1961671,-0.00275784793,-40.0003911,-0.000120622323,0.0789153765,,,,,,,,,,,,,,,,
2026-06-22 14:00:49.420,6,-40.0005075,-4.36391295E-05,53.0217961,60.0467603,23.24793,33.0643298,28.0037649,18.1383673,0.00254444968,-40.0004963,-7.85458371E-05,0.0814953117,,,,,,,,,,,,,,,,
2026-06-22 14:01:09.447,7,-40.0004368,-5.14983092E-05,53.0288542,60.066676,23.3048529,33.0023705,27.9698537,18.2040522,-0.000657473734,-40.0003929,-8.50491934E-05,0.0793356217,,,,,,,,,,,,,,,,
2026-06-22 14:01:29.467,8,-40.0004267,-3.73885538E-05,53.0439071,60.078311,23.2920638,32.8840204,28.0423424,18.2022184,0.00393693617,-40.0005096,-0.000144728403,0.0852496736,,,,,,,,,,,,,,,,
2026-06-22 14:01:49.438,9,-40.0003563,-4.79364003E-05,53.0555772,60.0875484,23.3217216,32.8225405,28.0324188,18.1012946,-0.00105074445,-40.0004235,-0.000138707628,0.0760412924,,,,,,,,,,,,,,,,
2026-06-22 14:02:09.420,10,-40.0004138,-9.09320882E-05,53.0679156,60.093928,23.3325507,32.817565,28.0343887,18.0462232,0.000772314734,-40.000394,-7.26169822E-05,0.0803012712,,,,,,,,,,,,,,,,
2026-06-22 14:02:29.467,11,-40.0004846,-0.00013953491,53.0790906,60.0953689,23.3814769,32.8218351,27.9746405,18.0106764,0.00105337146,-40.0004578,-0.000132916654,0.0800874512,,,,,,,,,,,,,,,,
2026-06-22 14:02:49.420,12,-40.0004433,-2.68407074E-05,53.1039346,60.0981192,23.3998703,32.7171372,28.0003183,17.9838454,0.00616353969,-40.0005723,-0.000188022832,0.0808630413,,,,,,,,,,,,,,,,
2026-06-22 14:03:09.420,13,-40.000334,-3.83996764E-05,53.1292919,60.0975751,23.397364,32.6443759,27.9476441,17.9260291,-0.00281133023,-40.0004144,-9.80788861E-05,0.0864685018,,,,,,,,,,,,,,,,
2026-06-22 14:03:29.419,14,-40.0005052,-5.00046055E-05,53.1400972,60.0983464,23.3899029,32.5460708,27.9612425,17.9876712,0.00590263248,-40.0005916,-0.000149806996,0.0751725944,,,,,,,,,,,,,,,,
2026-06-22 14:03:49.420,15,-40.0004104,-8.1280464E-05,53.1384325,60.0970251,23.4184901,32.5433015,27.9394489,18.0401313,-0.00206768266,-40.0004466,-7.25940022E-05,0.0787603186,,,,,,,,,,,,,,,,
2026-06-22 14:04:09.419,16,-40.0004824,-1.00193051E-05,53.1191191,60.0922897,23.4245991,32.5209904,27.9652713,18.0417045,0.00616823979,-40.0005622,-0.00018742535,0.0813114614,,,,,,,,,,,,,,,,
2026-06-22 14:04:29.420,17,-40.0003313,-1.46382967E-05,53.0960769,60.0890013,23.4271756,32.5883833,27.9748898,18.0483752,0.00302336563,-40.000559,-0.00015550605,0.0835396903,,,,,,,,,,,,,,,,
2026-06-22 14:04:49.453,18,-40.0004267,-3.59637902E-05,53.0725157,60.0850014,23.4326925,32.5673656,27.9620352,18.0466126,0.00212972169,-40.0005423,-0.000103364299,0.0823179666,,,,,,,,,,,,,,,,
2026-06-22 14:05:09.424,19,-40.000376,9.55510798E-05,53.0592048,60.0884154,23.4600768,32.505025,27.9289965,18.1756192,-6.13012408E-05,-40.000462,-4.80742806E-05,0.0871252593,,,,,,,,,,,,,,,,
2026-06-22 14:05:29.420,20,-40.0004599,1.24092311E-06,53.0431852,60.0838774,23.5032875,32.5794121,27.9471573,18.1543449,-0.000162878537,-40.0003887,-8.21537061E-05,0.0801283232,,,,,,,,,,,,,,,,
2026-06-22 14:05:49.419,21,-40.0004902,-5.68526627E-05,53.0246957,60.0864363,23.4476267,32.4712378,27.9143147,18.1606812,-0.00172794251,-40.0003899,-6.65272669E-05,0.0808869411,,,,,,,,,,,,,,,,
2026-06-22 14:06:09.441,22,-40.0004816,2.34396588E-06,53.0276132,60.0845709,23.4780494,32.3980262,27.9183301,18.1510443,-0.000898840473,-40.0003252,-0.000144153902,0.0805294928,,,,,,,,,,,,,,,,
2026-06-22 14:06:29.419,23,-40.0004905,-2.25204565E-05,53.0347966,60.0883436,23.473421,32.3311803,27.9179033,18.1568437,-9.06808809E-05,-40.0004266,-0.000113705325,0.0821755237,,,,,,,,,,,,,,,,
2026-06-22 14:06:49.419,24,-40.0005225,1.23173109E-05,53.0477196,60.089665,23.4980096,32.3327163,27.9633312,18.2053788,0.00202225146,-40.0004317,-0.000112946983,0.077147418,,,,,,,,,,,,,,,,
2026-06-22 14:07:09.422,25,-40.0004532,-1.73959037E-05,53.0444441,60.0858743,23.4916421,32.3475379,27.9644377,18.1552436,0.00568838611,-40.0005862,-0.000184966484,0.0809977261,,,,,,,,,,,,,,,,
2026-06-22 14:07:29.482,26,-40.0003618,-8.66348174E-05,53.0398978,60.0875723,23.4671456,32.3385805,27.9580391,18.0722852,0.00165773063,-40.0004939,-0.000153391885,0.0834264332,,,,,,,,,,,,,,,,
2026-06-22 14:07:49.443,27,-40.0004117,-3.64004113E-05,53.0372309,60.0863646,23.4609828,32.3358765,27.9565491,18.026412,0.00179362439,-40.0005131,-0.000119841001,0.0839837779,,,,,,,,,,,,,,,,
2026-06-22 14:08:09.420,28,-40.0004459,-2.7484149E-05,53.0507863,60.0877936,23.4899994,32.3427849,27.9263801,18.0176434,0.00423293438,-40.0005728,-0.00013960385,0.0826601965,,,,,,,,,,,,,,,,
2026-06-22 14:08:29.420,29,-40.0003404,-3.95716593E-05,53.091435,60.0859939,23.5038067,32.3096355,27.8934928,17.9779679,-0.00145871303,-40.0004068,-0.000107822431,0.0801000991,,,,,,,,,,,,,,,,
2026-06-22 14:08:49.420,30,-40.0004266,-5.77259049E-05,53.1433907,60.0895215,23.532687,32.248606,27.8956795,17.974034,0.00414947717,-40.0005102,-0.000108534812,0.082009121,,,,,,,,,,,,,,,,
2026-06-22 14:09:09.440,31,-40.000462,-4.89934829E-05,53.1936765,60.0883735,23.4932295,32.1815234,27.8869345,17.9857815,0.00177958615,-40.0004876,-8.42908515E-05,0.0814330913,,,,,,,,,,,,,,,,
2026-06-22 14:09:29.469,32,-40.0004411,1.82921259E-05,53.2009558,60.0871419,23.5118946,32.1534196,27.8909594,18.0437052,-0.000356226125,-40.0004257,-8.8886863E-05,0.0768138203,,,,,,,,,,,,,,,,
2026-06-22 14:09:49.419,33,-40.0005291,-8.61062761E-05,53.19913,60.0895992,23.5211018,32.190911,27.8867106,18.0383831,0.00524490821,-40.0005339,-0.000118232397,0.0816423356,,,,,,,,,,,,,,,,
2026-06-22 14:10:09.419,34,-40.0004045,-7.90284183E-05,53.1791301,60.090215,23.4914113,32.1580693,27.8833254,18.0398782,0.000592120527,-40.0004403,-7.31914837E-05,0.0849144041,,,,,,,,,,,,,,,,
2026-06-22 14:10:29.419,35,-40.0004427,5.7381204E-05,53.1630682,60.0861195,23.5208108,32.1498976,27.8835072,18.158943,0.00107220633,-40.0004418,-1.992371E-05,0.0832547527,,,,,,,,,,,,,,,,
2026-06-22 14:10:49.419,36,-40.0004379,-0.000154403007,53.1474002,60.0853841,23.5308943,32.1221782,27.8350728,18.1917101,0.000171688062,-40.0004717,-6.66421672E-05,0.0826654387,,,,,,,,,,,,,,,,
2026-06-22 14:11:09.456,37,-40.0003565,-0.000102215296,53.1266369,60.0872076,23.5683493,32.1209636,27.805253,18.2122145,0.00233177998,-40.0004667,-8.94843445E-05,0.0790868575,,,,,,,,,,,,,,,,
2026-06-22 14:11:29.419,38,-40.000399,-0.000114647508,53.116655,60.0873332,23.5930586,32.0857881,27.7902406,18.2129673,-0.000508962101,-40.0003639,-4.5845215E-05,0.0799133696,,,,,,,,,,,,,,,,
2026-06-22 14:11:49.424,39,-40.0004447,-0.00018717257,53.1296738,60.0860417,23.6016606,32.1302631,27.7953841,18.2113488,0.0030087597,-40.0004939,-0.000110350237,0.0869665272,,,,,,,,,,,,,,,,
2026-06-22 14:12:09.435,40,-40.0004484,7.42945264E-05,53.1324601,60.0877697,23.5855887,32.1145303,27.8256429,18.2984547,0.00476506603,-40.0006006,-0.000176165122,0.0830792807,,,,,,,,,,,,,,,,
2026-06-22 14:12:29.433,41,-40.0004203,-7.00432158E-05,53.1282955,60.0888219,23.6103196,32.158842,27.836872,18.3221354,0.00438601051,-40.0006081,-0.00023113342,0.0797603659,,,,,,,,,,,,,,,,
2026-06-22 14:12:49.419,42,-40.0004124,-8.82893815E-05,53.116118,60.0899699,23.6027091,32.1629469,27.8660472,18.2107317,-0.0014996648,-40.000436,-3.3481944E-05,0.0839841494,,,,,,,,,,,,,,,,
2026-06-22 14:13:09.419,43,-40.0004434,0.000106581507,53.0991973,60.0881164,23.5912148,32.1165804,27.877298,18.1507606,0.00341707994,-40.0005389,-0.000138592728,0.0810243248,,,,,,,,,,,,,,,,
2026-06-22 14:13:29.420,44,-40.0004146,-8.87489827E-05,53.1007306,60.086807,23.5492983,32.1274727,27.8735625,18.0658021,0.00375182581,-40.0005314,-0.000164950854,0.0797301149,,,,,,,,,,,,,,,,
2026-06-22 14:13:49.419,45,-40.0004861,-0.000128274682,53.1206227,60.086257,23.5292381,32.216763,27.8382887,18.1300823,0.00330722403,-40.0005241,-0.000184369003,0.0861917184,,,,,,,,,,,,,,,,
2026-06-22 14:14:09.420,46,-40.0003944,-0.000110166396,53.1526865,60.100726,23.5780453,32.2252243,27.8517816,18.0368518,0.00187721261,-40.0004946,-0.000122621588,0.0829847768,,,,,,,,,,,,,,,,
2026-06-22 14:14:29.470,47,-40.0003653,-0.000151691361,53.1755502,60.1404505,23.5899025,32.1975433,27.8492299,18.06953,0.00383196652,-40.0005774,-0.000167915281,0.0778763229,,,,,,,,,,,,,,,,
2026-06-22 14:14:49.419,48,-40.0003864,-7.32374438E-05,53.1803831,60.1855089,23.5124722,32.1880804,27.8652749,18.0932755,-0.00206728275,-40.0003751,-8.32107888E-05,0.0789571472,,,,,,,,,,,,,,,,
2026-06-22 14:15:09.442,49,-40.000448,-4.19845654E-05,53.1891598,60.2192014,23.5196924,32.2173511,27.8639745,18.0486121,0.00540035623,-40.0005701,-0.000157987896,0.0815242187,,,,,,,,,,,,,,,,
2026-06-22 14:15:29.437,50,-40.0004331,-0.000107156009,53.1999414,60.2482663,23.5328721,32.2844335,27.8823601,18.0744227,0.000578450019,-40.0004633,-0.000120783183,0.0870390052,,,,,,,,,,,,,,,,
2026-06-22 14:15:49.420,51,-40.0003976,-6.96295747E-06,53.2406755,60.2672923,23.5059936,32.2822923,27.8832089,18.1598177,0.00549075672,-40.0006241,-0.000180278552,0.0819817956,,,,,,,,,,,,,,,,
2026-06-22 14:16:09.434,52,-40.0004589,-4.92462636E-05,53.2859567,60.2736363,23.5375195,32.2690484,27.88537,18.1753152,0.00135182889,-40.0004974,-0.000136478562,0.0834409086,,,,,,,,,,,,,,,,
2026-06-22 14:16:29.421,53,-40.0005038,-2.12335733E-05,53.3101937,60.2906175,23.5475771,32.2003492,27.886111,18.2745905,0.00139392752,-40.0004866,-0.000145096084,0.0787759331,,,,,,,,,,,,,,,,
2026-06-22 14:16:49.474,54,-40.0004949,-0.000186322308,53.3025383,60.2953949,23.5525997,32.1553803,27.8508631,18.2554127,0.00281367457,-40.0005015,-0.000134892938,0.0826071929,,,,,,,,,,,,,,,,
2026-06-22 14:17:09.419,55,-40.0004338,0.000148680973,53.3059573,60.3031561,23.5792308,32.1512299,27.8448408,18.2632289,0.00287786252,-40.0005353,-0.000143786221,0.0806477571,,,,,,,,,,,,,,,,
2026-06-22 14:17:29.419,56,-40.0003795,4.78904402E-05,53.3162321,60.3117783,23.5584735,32.1480991,27.8656645,18.3121824,-0.00197639272,-40.0004227,2.36005192E-05,0.0773626639,,,,,,,,,,,,,,,,
2026-06-22 14:17:49.419,57,-40.0005159,6.98134152E-05,53.3333628,60.3202331,23.5553466,32.1275085,27.8827563,18.4321263,0.00264349192,-40.0005279,-0.000125034494,0.0787104674,,,,,,,,,,,,,,,,
2026-06-22 14:18:09.419,58,-40.0004339,7.72129938E-06,53.3425039,60.3258717,23.5605945,32.1478562,27.8985655,18.4397919,-0.00195110642,-40.0003786,5.74271641E-05,0.0801940648,,,,,,,,,,,,,,,,
2026-06-22 14:18:29.426,59,-40.0005178,2.00615903E-05,53.3294247,60.3348886,23.5922169,32.2180767,27.9220162,18.311754,-0.000732525924,-40.0003285,1.45004164E-05,0.0827048301,,,,,,,,,,,,,,,,
2026-06-22 14:18:49.419,60,-40.0005569,-8.10966235E-05,53.324162,60.3401205,23.6067498,32.3091705,27.9086201,18.2339286,0.00680217858,-40.000602,-0.000244278013,0.0861183088,,,,,,,,,,,,,,,,
2026-06-22 14:19:09.419,61,-40.0004137,-2.60134253E-05,53.3301168,60.3468593,23.5966019,32.2525934,27.8606711,18.2894222,-0.00287005733,-40.0003891,-2.02224507E-05,0.0826649197,,,,,,,,,,,,,,,,
2026-06-22 14:19:29.420,62,-40.000511,-0.000143142779,53.3507442,60.3461537,23.5732036,32.2451199,27.8622259,18.2648127,0.000203228139,-40.0003625,-6.5768925E-05,0.0815063806,,,,,,,,,,,,,,,,
2026-06-22 14:19:49.432,63,-40.0004756,-4.82581211E-07,53.3788601,60.3477084,23.5903212,32.2386239,27.8462713,18.2739098,0.00100243112,-40.0004425,-9.28853931E-05,0.0837385514,,,,,,,,,,,,,,,,
2026-06-22 14:20:09.439,64,-40.000461,4.55234942E-05,53.3947261,60.3471942,23.5709623,32.223256,27.8354137,18.2865998,0.00145761214,-40.000476,-5.71514034E-05,0.0819445049,,,,,,,,,,,,,,,,
2026-06-22 14:20:29.419,65,-40.0004969,-0.000105110784,53.4257185,60.3471942,23.5356462,32.2250156,27.8533909,18.3290136,-0.00177183385,-40.0003457,1.65686216E-05,0.0826588197,,,,,,,,,,,,,,,,
2026-06-22 14:20:49.430,66,-40.0005248,-0.000157597235,53.4409104,60.356815,23.5302519,32.1852808,27.8406316,18.3178779,0.000190670026,-40.0004074,-4.65805769E-05,0.074234986,,,,,,,,,,,,,,,,
2026-06-22 14:21:09.419,67,-40.0005072,-1.67984222E-05,53.4460838,60.3609588,23.5520258,32.2702899,27.823425,18.3167547,0.00010884004,-40.0004163,1.76946444E-06,0.0802970671,,,,,,,,,,,,,,,,
2026-06-22 14:21:29.420,68,-40.0005119,5.18889702E-05,53.4579224,60.3764456,23.5545641,32.2777386,27.807426,18.3840004,0.00137730365,-40.0004977,-5.15442693E-05,0.0838685703,,,,,,,,,,,,,,,,
2026-06-22 14:21:49.419,69,-40.0004776,6.12878138E-05,53.4423664,60.3962735,23.5198984,32.24986,27.7815736,18.4981576,0.00155306207,-40.0004852,-0.000111177519,0.0832258621,,,,,,,,,,,,,,,,
2026-06-22 14:22:09.421,70,-40.0005051,-0.000125264294,53.4384282,60.4250171,23.5572623,32.2823707,27.7740582,18.4770829,0.00475496254,-40.0005912,-0.000233776127,0.0796710715,,,,,,,,,,,,,,,,
2026-06-22 14:22:29.419,71,-40.0003675,-6.16325147E-05,53.4288273,60.4521524,23.5520292,32.2110727,27.7867931,18.4855958,-0.00174335515,-40.0003616,7.60639909E-06,0.0782355332,,,,,,,,,,,,,,,,
2026-06-22 14:22:49.419,72,-40.0004706,-2.10727129E-05,53.4562457,60.4784687,23.5870275,32.1440515,27.776411,18.4865041,0.00482664767,-40.0005705,-0.000188551373,0.081429439,,,,,,,,,,,,,,,,
2026-06-22 14:23:09.435,73,-40.0003806,-9.55970399E-05,53.4833481,60.5180004,23.5985121,32.0942311,27.8002729,18.5284356,0.00445604544,-40.0006115,-0.000287802242,0.0800003722,,,,,,,,,,,,,,,,
2026-06-22 14:23:29.420,74,-40.0003866,-2.9874075E-07,53.5139176,60.5502611,23.5793542,32.1405679,27.824124,18.5766589,-0.00265414697,-40.0003444,3.39185651E-05,0.0842733075,,,,,,,,,,,,,,,,
2026-06-22 14:23:49.454,75,-40.000471,-0.000166375617,53.5302855,60.568643,23.5566473,32.029648,27.8435022,18.4897693,0.0025834042,-40.0005108,-0.000122253907,0.0818103665,,,,,,,,,,,,,,,,
2026-06-22 14:24:09.419,76,-40.0004436,-0.000120208682,53.5413427,60.5803694,23.5749869,32.0234691,27.8262116,18.4371447,-0.000868886249,-40.0003744,-1.3558234E-06,0.0843960301,,,,,,,,,,,,,,,,
2026-06-22 14:24:29.424,77,-40.0005104,4.52936937E-05,53.5789243,60.59087,23.5724541,32.0324365,27.8127977,18.3959355,0.0014508872,-40.0004627,-0.000107983291,0.0831828784,,,,,,,,,,,,,,,,
2026-06-22 14:24:49.428,78,-40.0004771,-1.62009407E-05,53.6083251,60.6009341,23.550869,32.0997604,27.8005795,18.4606303,-0.00115836178,-40.0004204,7.97408001E-06,0.0840756129,,,,,,,,,,,,,,,,
2026-06-22 14:25:09.419,79,-40.0004807,7.97867602E-05,53.6523104,60.6066389,23.5544422,32.3340039,27.7889223,18.4373343,0.00194716249,-40.0004873,-7.88445778E-05,0.0800869978,,,,,,,,,,,,,,,,
2026-06-22 14:25:29.423,80,-40.0004534,-1.89355675E-05,53.679665,60.6172472,23.5639926,32.2409369,27.7767443,18.435731,0.00573111679,-40.0006688,-0.000250873289,0.0832510922,,,,,,,,,,,,,,,,
2026-06-22 14:25:49.422,81,-40.0004261,-9.67920029E-05,53.6927099,60.6233587,23.5932934,32.0955331,27.7719205,18.3718981,0.00383799966,-40.0005949,-0.000217092605,0.079369006,,,,,,,,,,,,,,,,
2026-06-22 14:26:09.445,82,-40.0003579,-0.000112992944,53.695986,60.6280171,23.618683,32.2517371,27.7698559,18.3877863,0.000433110091,-40.0004769,-8.98750055E-05,0.0901006275,,,,,,,,,,,,,,,,
2026-06-22 14:26:29.428,83,-40.000408,-6.4941643E-05,53.6817178,60.6315811,23.6034838,32.2242163,27.7777147,18.3795366,0.00525464627,-40.0005918,-0.000222217158,0.0783408001,,,,,,,,,,,,,,,,
2026-06-22 14:26:49.420,84,-40.0004121,-0.000185885686,53.6666441,60.6340687,23.6197495,32.0853002,27.7559238,18.3843132,0.00111514615,-40.0004525,-0.000120599343,0.0817322065,,,,,,,,,,,,,,,,
2026-06-22 14:27:09.419,85,-40.0004062,3.47918073E-05,53.6404532,60.6354322,23.6494307,32.0888226,27.7277514,18.4637542,0.00525513581,-40.0006175,-0.000243335831,0.0796211902,,,,,,,,,,,,,,,,
2026-06-22 14:27:29.423,86,-40.0004178,1.25011514E-05,53.6074837,60.6395942,23.6918129,32.1047122,27.7367742,18.5668361,0.00393475964,-40.0006059,-0.00023101852,0.0796107851,,,,,,,,,,,,,,,,
2026-06-22 14:27:49.420,87,-40.0004591,0.000120415502,53.5895639,60.6401324,23.6823676,32.0349123,27.7415178,18.5456086,0.00229961475,-40.0005455,-0.000145210984,0.0803363192,,,,,,,,,,,,,,,,
2026-06-22 14:28:09.419,88,-40.0003934,-0.000129814346,53.5758034,60.6442884,23.6639057,32.0391114,27.752257,18.5267919,-0.00134114851,-40.0003534,-4.75916994E-05,0.0792652471,,,,,,,,,,,,,,,,
2026-06-22 14:28:29.430,89,-40.0004305,-0.00016329629,53.5877439,60.6516378,23.6157467,32.2200613,27.7836283,18.5448874,0.00331088069,-40.0004888,-0.00017150017,0.0805307712,,,,,,,,,,,,,,,,
2026-06-22 14:28:49.420,90,-40.000419,-0.000106029986,53.5994398,60.6575819,23.5727708,32.3076729,27.7922839,18.6069347,0.00341517462,-40.0005754,-0.000162951589,0.080105344,,,,,,,,,,,,,,,,
2026-06-22 14:29:09.465,91,-40.0003776,4.71780584E-05,53.6192751,60.6602908,23.5666906,32.3998134,27.822106,18.6027437,0.00488087693,-40.0005981,-0.000216449163,0.0840476046,,,,,,,,,,,,,,,,
